;financeiro@bigpeixe.net;(43) 3542-3500;;Agua Limpa Cornélio Procópio;;;;86300-000;PR,;
;compras@frigoastra.com.br;(44) 3676-8100;;Cruzeiro do Oeste;;;;87400-000;PR,;
;almoxarifadofrigocruz@hotmail.com;(44) 3676-5190;;Cruzeiro do Oeste;;;;87400-000;PR,;
;johnnyteixeira@hotmail.com;(41) 3274-3838;;Rua Maria Bizinelli 530 - Campo Comprido, Curitiba - PR,;Rua Maria Bizinelli;530;;81210-154;PR,;
;financeiro@frigorificofamiliacosta.com.br;(41) 3207-2950;;Estr. do Ganchinho 4091 - Ganchinho, Curitiba - PR,;Estr. do Ganchinho;4091;;81930-160;PR,;
;;(41) 3339-4640;;R. Papa João Paulo I 221 - Vista Alegre, Curitiba - PR,;R. Papa João Paulo I;221;;82100-130;PR,;
;;(41) 3257-2111;;R. Venezuela 490 - Bacacheri, Curitiba - PR,;R. Venezuela;490;;82510-100;PR,;
;;(41) 3021-3221;;Av. Cândido de Abreu 427 - Centro, Curitiba - PR,;Av. Cândido de Abreu;427;;80530-000;PR,;
;;(41) 3362-2717;;R. Gen. Carneiro 1280 - Centro, Curitiba - PR,;R. Gen. Carneiro;1280;;80060-150;PR,;
;compras@miolar.com.br;(46) 3536-1290;;Santa Luzia Dois Vizinhos;;;;85660-000;PR,;
;;(45) 3525 6272;;Morumbi Foz do Iguaçu;Av. Perimetral Leste;468;;85858-740;PR;
;compras@frigorificomarrua.com.br;(44) 3522-4041;;BR-272 428 - Jaracatiá, Goioerê - PR,;;;;87360-000;PR,;
;;;;Irati - PR;;;;84500-000;PR,;
;;(45) 3240-8787;;RodoviaPR 497, SN KM 20 / Bairro Linha Lageado Do Cedro / 85.880-000 - Itaipulândia - PR;;;;;PR;
;;(42) 3247-6034;;Rod Br 487 Km 54 - Atanazildo, Ivaí - PR,;;;;84460-000;PR,;
;frigocenter.ivp@gmail.com;(43) 3472-2303;;PARQUE INDUSTRIAL Ivaiporã;;;;86870-000;PR,;
;andreia.fiats@hotmail.com;(43) 3559-8100;;Joaquim Távora;;;;86455-000;PR,;
;;(45) 3237-1433;;Lindoeste - PR;;;;85826-000;;
;;(44) 3425-5000;;Rod. PR182 Km 3, s/n - Zona Rural, Loanda - PR,;;;;87900-000;PR-;
;;(44) 3425-4242;;Estr. do Matadouro Mun. 2-70, Loanda - PR,;Estr. do Matadouro Mun.;2;;87900-000;PR,;
;;(43) 3338-4120;;R. Gonçalo Monteiro 216 - Sabará I, Londrina - PR,;R. Gonçalo Monteiro;216;;86066-070;PR,;
;;(46) 991290470;;Marmeleiro - PR;;;;85615-000;PR,;
;frete@friella.com.br;(45) 3240-8700;;Medianeira - PR;;;;;;
;;(45) 3240-8747;;Medianeira - PR;;;;;;
;;(45) 3240-8700;;Medianeira - PR;;;;;;
;;(45) 3240-8747;;Medianeira - PR;;;;;;
;;(45) 3253-2177;;Nova Santa Rosa;;;;85930-000;PR,;
;;(44) 3043-7900;;Gleba Ribeirão Paiçandu;;;;87140-000;PR;
;;(46) 3223-4924;;Pato Branco;;;;85508-280;PR;
;andre@carnesbertinatto.com;(46) 3213-1171;;Rodovia Barão 158 s/n Km 523 cx postal 357 Zona Rural PR,;;;;85504-670;PR,;
;recepcao@primazalimentos.com.br;(47) 3645-0447;;Rio Negro;;;;88830-000;PR;
;frigorificosv@hotmail.com;(49) 3536-0665;;Salto Veloso - SC;;;;89595-000;SC,;
;;(46) 3534-1862;;End.Rodovia PR 281 KM 98 Sâo Jorge D' Oeste - PR;;;;;PR;
;;;;End.Linha São Judas Tadeu Sâo Jorge D' Oeste - PR ;;;;85575-000;PR;
;;;;End.Linha São Judas Tadeu Sâo Jorge D' Oeste - PR Bairro. Linha Progresso ;;;;85575-000;PR;
;;(41) 3283-4700;;São José dos Pinhais;R. Dr. Murici;1501;;83015-290;PR,;
;secretaria.sjp@grupoargus.com.br;(41) 3283-8585;;São José dos Pinhais;R. Noel Gomes de Almeida;1100;;83090-145;PR,;
;manutencao11@friella.com.br;(45) 3240-8767;;São Miguel do Iguaçu - PR;;;;;;
;;(45) 999710625 45 3277-3340;;R. Edvino Frank 2-18 - Centro Industrial Meinolfo H Heiss, Toledo - PR,;R. Edvino Frank;2;18 ;85915-170;PR,;
;sardella.stuany@hotmail.com;(45) 3252-7113;;Toledo - PR;;;;;;
;esplanadamanutencao@hotmail.com;(44) 3056-6233;;R. Santiago 3900 - Jardim Panorama, Umuarama - PR,;R. Santiago;3900;;87501-658;PR,;
;;;;;;;;;;
;;;;;;;;;;
;cleonicepellenz@hotmail.com;(66) 3521-8301;;Alta Floresta - MT;;;;78580-000;MT,;
;;(66) 3552-3107;;A Guarantã do Norte;;;;78520-000;MT,;
;;(66) 98433-7598;;Caminho Vicinal 10 Juína - MT,;;;;78320-000;MT,;
;contato@frigorificojuina.com.br;(66) 3566-2320;;Linha 6 Chacara 110 Zona Rural, Juína - MT,;;;;78320-000;MT,;
;;(66) 3595-3500;;BR-163 Matupá - MT,;;;;78525-000;MT,;
;;(66) 3511-8010;;Matupá - MT;;;;;;
;juliano.camargo@excelenciamt.com.br;(65) 3308-5500;;Industrial Sul Nova Mutum;;;;78450-000;MT,;
;;(65) 3266-9100;;Pontes e Lacerda;;;;78253-000;MT,;
;manutencao.agra@agraagroindustrial.com.br;(66) 2101-2200;;Rondonópolis - MT;;;;;;
;diogo.bonifacio@suinobras.com.br;65 3027-3500;;Av.Historiador Rubens de Mendonça, 2368 - Ed.Top Tower - Sala 1502 Bosque da Saúde - Cuiabá/MT - CEP: 78.050-000;Av. Historiador Rubens de Mendonça;2368;;;/MT;
;;66 3027-9500;;Rod.BR 364 KM 600 - Zona Rural Pedra Preta/MT - CEP: 78.795-000;;;;;/MT;
;luan.silva@suinobras.com.br;(65) 3337-3600;;Rod.BR 364 KM 600 - Zona Rural Diamntino/MT - CEP: 78.400-000.;;;;;/MT;
;Whats;(66) 3905-1940;;Setor Comercial Av. das Embaúbas, 828 - St. Industrial Sul, Sinop - MT,;Av. das Embaúbas;828;;78550-110;MT,;
;;(66) 3515-6089;;Sinop - MT;;;;;;
;compras2@nutribrasalimentos.com.br;(66) 3545-4250;;Anel Viário Norte S/n - Zona Rural, Sorriso - MT,;;;;78890-000;MT,;
;;(65) 3311-8000;;Tangará da Serra - MT;;;;78300-000;MT,;
;;(65) 3311-3800;;RodMT 358, km 5, Setor W, VilaEsmeralda I,, Tangará da Serra - MT;;;;78300-000;MT;
;compras@163beef.com.br;(65) 3028-9550;;Várzea G - MT;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;Frigorificos FRIMESA;;;;;;
;andersonsilva@frimesa.com.br;45 3264-8000;;Medianeira - PR;Rua Bahia;159;;;;
;;47 3533–5183;;Aurora - SC;Rua Francisco Klaumann;175;;;;
;flavio@frimesa.com.br;46 3552–1966;;Capanema - PR;Av. Geraldo Fulber;347;;;;
;;45 3284–8000;;Marechal Cândido Rondon - PR;;;;;;
;oscarluis@frimesa.com.br;45 3262–8000;;Matelândia - PR;Estrada Waldemar Justen;1157;;;;
;jsilvaufq@frimesa.com.br;45 3284-4955;;Marechal Cândido Rondon - PR;;;;;;
;compras.apms@frigosul.com.br;(67) 3565-9000;;Aparecida do Taboado - MS;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;compras@frigoalas.com.br;(75) 3182-3000;;Est. Narandiba Fazenda Sra. Santana - Narandiba, Alagoinhas - BA,;;;;48107-000;BA,;
;;(77) 3614-5000;;R-020 s/n - Distrito Industrial, Barreiras - BA,;;;;47800-000;BA,;
;;(71) 3507-0970 71 / 99700-9666 | 71 99991-9666 | 71 99680-9666;;Simões Filho;;;;43700-000;BA,;
;andre.dekarvalho@gmail.com;(73) 99953-5300;;Centro Eunápolis;Avenida Ruy Barbosa;479;;45820-970;BA,;
;compras@campodogado.com.br;75 3624.5987 | 3221.2769;;Feira de Santana - BA;R. Heráclito Dias de Carvalho;1301;;;;
;;(75) 3683-1099;;Feira de Santana;;;;44135-000;BA,;
;suprimento@confrigo.com.br;(77) 21013360;;Av. Paralela 2342, Itapetinga - BA,;Av. Paralela;2342;;45700-000;BA,;
;frigorificovaledosol@hotmail.com;(73) 98866-1404;;Jequié - BA;;;;;;
;;74 99800.2769;;LOTEAMENTOTABULEIRO, S/N, RODOVIA BA 210, KM 01;;;;;BA;
;;(71) 3379-4148;;Lauro de Freitas;Av. Luiz Tarquínio Pontes;52;;42700-000;BA,;
;suprimentos@grupobss.ind.br;(71) 3252-0000;;Picuaia Lauro de Freitas;;;;42700-000;BA,;
;;77 3639-0279 / 77 9.9830-0204 ;;Luís Eduardo Magalhães;;;;47850-000;BA,;
;;(74) 3627-2629 / (74) 99969-9389;;Miguel Calmon - BA;;;;44720-000;;
;almoxarifado@frijacuipe.com.br;(75) 3264-3690 (75) 3264-3725;;Riachão do Jacuípe - BA;;;;;;
;;(71) 3307-8141;;Av. Afrânio Peixoto 36 - Paripe, Salvador - BA,;Av. Afrânio Peixoto;36;;40800-570;BA,;
;;(71) 3211-4486;;R. da Etiópia 5 - Jardim Cajazeiras, Salvador - BA,;R. da Etiópia;5;;41230-110;BA,;
;;(71) 3215-7203;;Estrada Campinas de Pirajá 105 - Campinas de Pirajá, Salvador - BA,;Estrada Campinas de Pirajá;105;;41280-117;BA,;
;comprastf@frisa.com.br;(73) 3311-3311;;Teixeira de Freitas;;;;45995-000;BA,;
;frigorificoaraujo2009@gmail.com;(75) 3641-4072;;R. Álvaro Maciel 737, Valença - BA,;R. Álvaro Maciel;737;;45400-000;BA,;
;suprimento01@confrigo.com.br;(77) 2101-3399;;Vitória da Conquista;;;;45025-906;BA,;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;(28) 3536-7059;;zona rural Anchieta;;;;29230-000;ES,;
;;(28) 3536-3648;;Av. Zumira Rosa Antunes 656 - Justica, Anchieta - ES,;Av. Zumira Rosa Antunes;656;;29230-000;ES,;
;;;;Barra de São Francisco;R. Ver. Lacy Costa;417;;29800-000;ES,;
;alessandra@cofril.com.br;(28) 3200-5010;;Cachoeiro de Itapemirim-ES;;;;29314-020;;
;faturamento@maisboi.com.br;(27) 3344-3020;;R. das Mangueira 120 - Vila Independência, Cariacica - ES,;R. das Mangueira;120;;29148-605;ES,;
;frigorificovitoria@fvdistribuidora.com.br;(27) 3434-5151;;Rodovia Governador José Sette km13 S/N - Porto de Cariacica, Cariacica - ES,;;;;29156-700;ES,;
;almoxarife02@mafrical.com.br;(27) 3089-9700;;Cariacica - ES;;;;;;
;atendimento@dfrango.com.br;(27) 3344-7123;;R. Rosa Paula Paulina 25 - Santa Bárbara, Cariacica - ES,;R. Rosa Paula Paulina;25;;29145-290;ES,;
;compras@corella.com.br;(27) 3090-0202;;Rua São Paulo Apóstolo 16 - Tucum - Cariacica - ES, - Lote A2 - Tucum, Cariacica - ES,;Rua São Paulo Apóstolo;16;;29152-395;ES,;
;;(27) 3254-2285 (27) 3254-1765 (27) 99910-0928;;Vila Independência Cariacica;;;;29148-611;ES,;
;;(27) 3226-0929;;Av. Leopoldina 1048 - Campo Grande, Cariacica - ES,;Av. Leopoldina;1048;;29146-430;ES,;
;;(27) 3236-6259;;R. da Assembléia 23 - Porto de Santana, Cariacica - ES,;R. da Assembléia;23;;29153-084;ES,;
;camila.lozorio@uniaves.com.br;(28) 3542-8400;;R. Felinto Elysio Martins nº 1000, Castelo - ES,;;;;29360-000;ES,;
;;(27) 3723-3200;;Av. Fioravante Rossi 4000 - Honório Fraga, Colatina - ES,;Av. Fioravante Rossi;4000;;29704-426;ES,;
;;(27) 3327-5622;;ES-185 Guaçuí - ES,;;;;29560-000;ES,;
;;;;Linhares - ES;;;;;;
;compras@proteinorte.com.br;27 2103.1133;;Linhares - ES;Rua Henrique Coimbra;469;;29903-105;;
;financeiro@frimont.com.br;(27) 3754-1391;;Av. Nossa Sra. Aparecida s/n - Angelo de Pollo, Montanha - ES,;;;;29890-000;ES,;
;compras@forteboi.ind.br;(27) 3267-1144  Ramal - 230;;Rod. Gov. Mário Covas KM 228 - Centro, Fundão - ES,;;;;29185-000;ES,;
;saudaveis@hotmail.com;(27) 3263-0035 (27) 3140-0035 (27) 99981-0837;;Santa Maria de Jetibá-ES;;;;29645-000;;
;;(27) 99963-1697;;São Mateus - ES;;;;;;
;;(27) 3228-3000;;R. Ilma Henriques 2 - Jardim Limoeiro, Serra - ES,;R. Ilma Henriques;2;;29164-082;ES,;
;;(27) 3338-5195;;R. Nove 289 - Das Laranjeiras, Serra - ES,;R. Nove;289;;29161-831;ES,;
;;(28) 3525-1047;;Vargem Alta - ES;;;;29295-000;ES,;
;;(27) 3344-6845;;R. Rio de Janeiro 13 - Areinha, Viana - ES,;R. Rio de Janeiro;13;;29135-000;ES,;
;frigorificozucoloto@hotmail.com;(27) 3011-9373;;Viana - ES;;;;29135-000;ES,;
;;(27) 3246-1516;;Parque Industrial Viana;;;;29135-000;ES,;
;;(27) 3391-0985;;Vila Velha;R. José Rosalém;5;;29105-645;ES,;
;;(27) 3316-9585;;Vila Velha - ES;;;;;;
;;(27) 3349-2883;;Vila Velha;Av. Sérgio Cardoso;120;;29104-233;ES,;
;;(27) 3286-2408;;Vila Velha;R. Anhanguera;287;;29100-000;ES,;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;(21) 2757-5710;;Duque de Caxias;Av. Arthur Antônio Sendas;30;;25585-021;RJ,;
;;(21) 2513-0148 | (21) 2523-7639;;Rio de Janeiro;;;;22765-240;RJ,;
;;(21) 2574-1414;;Rio de Janeiro;R. Sotero dos Reis;13;;20270-200;RJ,;
;;(21) 2234-9266;;Rio de Janeiro;R. Sotero dos Reis;31;;20270-200;RJ,;
;;(21) 96922-0008;;Rio de Janeiro;R. Ana Neri;1183;;20960-002;RJ,;
;;(21) 2584-7092;;Rio de Janeiro;R. da Soja;74;;21011-100;RJ,;
;;(21) 3847-3877;;Rio de Janeiro;Av. Pref. Sá Lessa;471;;21530-040;RJ,;
;;;;Rio de Janeiro;Av. das Américas;700;;22640-100;RJ,;
;;(21) 3889-2700;;Rio de Janeiro;Rua do Trigo;87;;21011-690;RJ,;
;;(21) 2755-9901;;São João de Meriti;Av. Arthur Antônio Sendas;1752;;25585-020;RJ,;
;;(21) 3753-4981;;São João de Meriti;R. Maria Gonzaga;19;;25535-482;RJ,;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;(19) 3811-7023;;Rua Benedito Pereira 415 SP,;Rua Benedito Pereira;415;;13840-000;SP,;
;valdemirclaro@transui.com.br;(19) 3877-2129 (19) 97402-2894;;Artur Nogueira;R. São Bento;613;;13160-000;SP,;
;compras@fribordogue.com.br;(14) 3662-9610;;Rodovia Deputado Leônidas Pachêco Ferreira Km 327, s/n - Zona Rural, Bariri - SP,;;;;17250-000;SP,;
;corporativa@minervafoods.com;(17) 3321-3355;;Av. Antônio Manso Bernardes S/N - Chácara Minerva, Barretos - SP,;;;;14781-545;SP,;
;suprimentos.bauru@zanchetta.com.br;(14) 2106-1833;;Av. Rosa Malandrino Mondelli 7 - Núcleo Habitacional Mary Dota, Bauru - SP,;Av. Rosa Malandrino Mondelli;7;;17025-779;SP,;
;;(14) 3239-1833;;Av. Rosa Malandrino Mondelli 1000 - Nucleo Hab. Mary Dota, Bauru - SP,;Av. Rosa Malandrino Mondelli;1000;;17025-779;SP,;
;compras@stoignacio.com.br;(14) 3653-1375;;RodSP 225 Km 110,5, s/n - Campo Alegre - Brotas/SP;;;;;SP;
;compras@frigorificoraja.com.br;(11) 2104-7300;;Av. Francisco Pignatari 17 - Vila Gustavo Correia, Carapicuíba - SP,;Av. Francisco Pignatari;17;;06310-390;SP,;
;;;;R. Ver. Aurélio Garcês Novaes 357 - Itagaçaba, Cruzeiro - SP,;R. Ver. Aurélio Garcês Novaes;357;;12730-130;SP,;
;;(17) 3833-2800;sidoval.silvestrin@frigoestrela.com.br;R. Mato Grosso 670 - zona rural, Estrela D'Oeste - SP,;R. Mato Grosso;670;;15650-000;SP,;
;;011 2858-4094 - 014 3382-3547;;Estradade Acesso de Fartura à SP287, sn Bairro dos Veados, Fartura - SP ;;;;18870-000;SP;
;contato@dompeter.ind.br;(17) 3222-6661 (17) 3304-2216;;Rod. Assis Chateaubriand S/n - Luzitânia, Guapiaçu - SP,;;;;15110-000;SP,;
;;(14)3586-1689;;Av. Silvio do Prado Queiroz 1, Guarantã - SP,;Av. Silvio do Prado Queiroz;1;;16570-000;SP,;
;;(19) 3843-1269 / 2375 ;;Estrada Municipal Abatedouro União - La Motel Seducao s/n - Centro, Itapira - SP,;;;;13970-030;SP,;
;matheus.fantin@itabom.com.br;(14) 3664-9100 - (14) 3664-9022;;Itapuí - SP;;;;;;
;heitor.fernandes@marfrig.com.br;(11) 45937400;;Via de Acesso Shuhei Uetsuka s/n - Km 2, Promissão - SP,;;;;16370-000;SP,;
;tiago.blanco@frigol.com.br;(14) 3269-3900;;Lençóis Paulista - SP;R. Europa;46;228 ;;;
;;(17) 3268-1342 ;;Um Onda Verde;;;;15450-000;SP,;
;;(17) 3567-9090;;Rodovia Anel Viário Paulino Alberguini, Nº 110 - Jardim São Paulo, Paraíso - SP,;;;;15825-000;SP,;
;;(18) 3269-9999;;Rod.Assis Chateaubriand, s/n km 476 Área Rural de Pirapozinho/SP - ;;;;19200-000;/SP;
;contato@frigopoti.com.br;(17) 3249-3131;;Rdv Vicinal Abel Pinho Maia KM 11,5, Potirendaba - SP,;;;;15105-000;SP,;
;compras2@bonmart.com.br;(18) 3901-3500;;Av. Ana Jacinta 335 - Jardim Bon-Mart, Pres. Prudente - SP,;Av. Ana Jacinta;335;;19027-380;SP,;
;;(18) 3265-9510;;RodoviaSP 284, S/N - Água das Lavadeiras, Rancharia - SP,;;;;19600-000;SP;
;;(19) 3406-2687;;R. Iacanga 1105 - Jardim Ipiranga, Santa Bárbara d'Oeste - SP,;R. Iacanga;1105;;13468-590;SP,;
;contato@bafari.com.br;(14) 3332-2800;;Cruz do Rio Pardo;R. Eufrosino Martins;215;;18900-000;SP,;
;contato@frisil.com.br;(11) 4705-9800;;Santana de Parnaíba;R. Florianópolis;333;;06529-302;SP,;
;;(11) 4422-7200;;Santo André;R. Acarape;559;;09185-490;SP,;
;;(11) 4176-7000;;São Bernardo do Campo;Av. Cézar Magnani;971;;09694-000;SP,;
;;(11) 4239-4068;;São Caetano do Sul;R. Vinte e Oito de Julho;25;;09520-600;SP,;
;compras@fcardeal.com.br;(11) 4227-9600;;São Caetano do Sul;R. Mariano Pamplona;305;;09520-440;SP,;
;;(16) 3375-3199;;São Carlos;Rua Elizário Fernandes de Araújo;432;;13572-130;SP,;
;;(17) 3236-2066;;José do Rio Preto;R. XV de Novembro;3171;;15015-110;SP,;
;;(11) 2618-3103;;São Paulo;R. da Mooca;1736;;03103-000;SP,;
;;(11) 2545-6510;;São Paulo;Rua Rio Farias;56;;03813-370;SP,;
;wbarbosa@arfrio.com.br;(11) 5501-6600;;São Paulo;R. Dr. Geraldo Campos Moreira;240;;04571-020;SP,;
;;(11) 2056-5198;;São Paulo;R. Italina;492;;08290-705;SP,;
;;(11) 5563-9531;;São Paulo;R. Charles Darwin;459;;04379-060;SP,;
;compras@frigbrasil.com.br;(11) 2951-4005;;São Paulo;R. Combate da Lagoa Branca;150;;02141-080;SP,;
;;(11) 3831-2401;;São Paulo;Rua Dr. Seidel;300;;02675-031;SP,;
;contato@frigorificotorres.com.br;(11) 5011-1255;;São Paulo;Av. Gen. Valdomiro de Lima;125;;04344-070;SP,;
;fabianomilano@uol.com.br;(11) 3806-0000;;São Paulo;R. Padre Senepa;224;;04264-100;SP,;
;;(11) 3831-6000;;São Paulo;Rua Baumann;300;;05318-000;SP,;
;;(11) 2024-6060;;São Paulo;Av. Vila Ema;2205;;03281-000;SP,;
;jose.marques@barramansaalimentos.com.br;(16) 2105-5300;;Sítio Nossa Senhora Aparecida s/n - Zona Rural, Sertãozinho - SP,;;;;14160-970;SP,;
;juliana@frigorificosuzano.com.br;(11) 4748-0878;;Estr. do Mizukami 410 - Estância Americana, Suzano - SP,;Estr. do Mizukami;410;;08630-210;SP,;
;;(15) 3282-3833;;R. Vila Nova 1797 - Vila Nova, Tietê - SP,;R. Vila Nova;1797;;18530-000;SP,;
;;(11) 4596 - 8400;;Rodovia SPA-053/332 s/n Do R. Arnoldo Gut Jr., SP,;;;;13226-400;SP,;
;;(17) 3405-9500;;Votuporanga - SP;Av. Dr. Augusto Ap. Arroyo Marchi;3545;;15507-000;;
